"Data Source","World Development Indicators",

"Last Updated Date","2025-12-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Barbados","BRB","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","46277412.0093065","38326180.2575107","45697129.75882","45592402.9234823","54591557.6990006","75672450.653806","64077959.5286631","60657286.3322229","67419082.1856511","69208969.3233232","68612340.2774325","72788743.5986675","85317953.5623726","85964301.6954209","74678068.9106548","69308407.4976383","69855317.4563715","67250000","66424700.4424999","52503356.0383831","70998856.4609954","78804753.1447323","66772734.0526028","56182568.4880426","68910654.8003779","61050000","64700000","58700000","63500000","56600000","60600000","61158050","62983650","62077250","64213000","93418150","90736250","97465500","105701300","101061500","95306150","98799050","105162850","133496050","142965500","171482900","120844950","102308150","124603000","",
"Brunei Darussalam","BRN","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","4075775.33982983","5013930.50730755","4760273.57297577","5010810.45161113","5640364.12350458","5888677.20006089","5567332.9653631","6514402.65080097","9917288.14782907","10764190.8277026","10566735.1909958","11634714.4204958","14363379.9580531","19202708.059667","23806686.1373437","28807942.7557958","34710715.119078","37140421.4227854","40844597.3614974","46206766.7762404","55380483.7650578","55899603.2815251","68393714.2412277","73536705.5841093","63854071.7274489","68173125.5026098","70230225.3156298","72434097.8931157","73114802.5841958","88683302.1526229","100887046.304683","102794199.164126","95434288.1581181","97562543.855396","110237544.191402","116736637.126932","100521180.500164","106105428.445613","124797118.847329","123933600.242729","147524501.027603","142648643.650379","137219862.122984","131766602.136542","138062519.733515","132814083.025411","146170962.287384","175962212.719798","182856379.420952","177083784.427192","182037760.161461",
"Bhutan","BTN","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","51248110.0910664","52354643.6268634","54225666.3365461","59718478.2933742","61713094.5490123","64476550.176857","73210868.3859345","80133934.6526251","94888214.5777244","85831715.6944316","90964631.2451795","72488836.1768506","73254399.2547597","64606924.0408677","78696497.2173227","80895435.0094521","82458581.962163","96128524.4194095","93912838.9397171","96393623.1222693","99613342.6921446","103605618.345993","116455580.141328","128997436.075997","142499617.192135","155162350.999065","163507621.160947","187187799.383354","190877937.463221","186460756.429667","212120954.790262","233364744.346784","228379897.589383","230379212.750913","252022010.203129","262430048.88519","282956485.372722","335057211.229048","350065757.933162","353832021.347355","385919465.629266","437326447.073192","425199338.801138","451726890.439088","",
"Botswana","BWA","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","13144713.2497151","13794714.9409398","14498959.0124288","15132667.027361","16052360.4444141","15495564.918041","20223631.5226442","24196360.0864654","28940108.6195498","29941912.6893826","31755381.6647916","42038391.7893898","54281159.5853152","80750424.2818903","97280702.6580738","97835317.5354425","91770022.9425057","102083234.357927","108856170.991732","118649287.67483","134774357.489787","132837280.008796","104257614.884899","93442948.7495054","85530121.1593279","66016071.970133","73623947.9252255","122726170.842215","148940056.480738","144846904.489882","171569918.504289","172575593.960497","192096789.865978","188087450.863056","159983908.486969","219391986.240566","178930430.416729","177853232.324311","151708046.608044","164021455.779621","161766435.37575","142196808.874889","131925954.582578","204494333.218853","202401627.991221","181355365.76309","172487727.904224","203597950.739558","229647284.299747","240412992.502455","264250558.427938","320182903.97534","321931529.574211","284513284.346013","281493475.494823","263547172.314876","298015953.901411","296655996.370882","360619177.988181","348472503.42534","330332686.757141","335364433.65889","321031468.836771","323122995.284849","332194787.832537",
"Central African Republic","CAF","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","792507361.941143","800548895.613507","915926277.947387","924082152.908265","545673628.61568","643964110.872035","534649434.490723","582527386.278647","679527104.438207","693863457.852854","629557507.566426","686288136.209983","899782311.772022","862915604.738627","731153259.621008","894147282.312268",
"Canada","CAN","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14013433482.5942","13741152679.4742","14899374032.4426","15578075550.468","15650826446.281","15118842796.1512","18386267932.3389","22256725595.6956","22058095395.2798","22440937940.7616","23312540731.7754","27461105904.4049","21305222640.189","24150754718.8512","31664131072.9025","33118038446.1077","34978830269.318","28649089979.3945","29104161348.0672","28454713729.5458","31171032151.0368","29328725610.2532","29592400071.463","30461110689.4033","32317366984.9627","","","",
"Central Europe and the Baltics","CEB","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26636605085.2167","26513164598.9921","25240061080.993","24573751354.4085","20410613477.3698","18804213882.4509","21570930759.3441","21580742866.4232","24913425476.7932","33222624001.4152","32741626429.2206","34999326601.6092","42111108743.3875","50372102362.3017","39338414043.6705","39063476920.5109","49560131469.9107","42964091833.7747","48357305431.3247","48120218067.9008","38037936789.7044","38848564509.1951","45148010180.7849","46569138017.975","45782337977.8285","47132735145.9564","53886543768.2678","57340802539.0093","62150733816.3254","61022182496.3766",
"Switzerland","CHE","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5607237258.85402","5325340306.83403","5069318731.33267","4511035462.91283","4582708196.24187","4935386892.17759","4148612459.54693","3670671811.47936","3556341564.3537","3253825722.274","2942628493.60493","2639208935.76677","2887817913.51213","3030539095.56694","3776583835.94692","3424160777.38516","3326825650.02393","3794223592.13595","4444735481.48832","4004230309.71418","3970026451.51845","4844413736.37142","4355933241.96869","4679044556.99742","5150264264.81759","4348277422.08759","4526424166.86184","4389035823.39649","4670853714.65581","4672636160.0966","5234639848.74979","5116615767.61215","5106761657.14929","5589372168.86109","5888174200.61352",
"Channel Islands","CHI","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71070213.3405347","74089961.3899614","76949439.701174","75033699.2596375","61426282.051282","81036171.090634","73547269.813879","74906650.0932256","",
"Chile","CHL","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","431719090.909091","487862857.142857","518186200.378072","443816276.202219","510567837.017772","540455812.480203","663661126.980005","607426203.630624","552092204.770215","573464841.030401","620094165.632204","881194774.346793","982579793.616511","1121355433.96332","922156212.78419","501723615.530005","872456980.364967","1372897773.49221","1215522806.23922","1585046996.34453","2097821479.74359","2230928149.97436","1228006835.12435","1198826430.67278","1405837453.66932","1323287004.93959","1619409365.08986","1956643435.41756","2208867129.05835","2486236953.11672","2729404330.82333","3503124607.76698","4230025882.6848","3959581195.33383","4276155534.15218","5143366648.11274","3944575040.73562","4292687014.16303","4422731284.94849","4001168363.35593","3981980097.32305","2907666723.96443","2856256828.49337","3132199281.26328","3723538914.51326","4796635560.9374","5710740845.09286","6124418276.41666","6160368529.60416","6350847068.21903","7549658854.29239","9115592752.3596","8744884160.75274","9634970145.29401","10243887114.0184","8993463864.82822","10470213679.0814","11822085480.0084","11619616214.6157","11097485442.7441","10277089708.0288","11054886001.5854","9743713560.06479","11710342833.3599","12921250975.8143",
"China","CHN","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","13839416461.6345","17917718230.7807","18405164657.3719","20208716435.7592","22706879372.039","26448030696.1263","28523740062.6937","29011186489.2849","29502694969.431","29904838271.3687","32224270851.2318","33564748524.3575","36854150390.2335","45616401999.3807","48197268175.5763","52220023088.2186","49814181924.009","50715272660.5279","41400982231.7073","54737987765.2174","56645039529.1667","61336696047.619","67240100091.6031","75130342134.0996","81986338178.5714","86453492251.7007","80117436063.7681","71848942733.1839","78830830316.8724","85591114645.749","95931579346.0803","92140201602.7875","91056260549.4505","85866351838.2307","109897633448.404","143933464644.383","166923748982.912","172081335595.225","176576891391.405","175749408329.055","177777960474.501","187294606797.963","195606045760.537","205028027179.291","252565262557.358","266120066748.699","292433537954.393","363772471597.885","467200306030.448","491608421109.181","567641401087.608","693054720859.57","777598962570.574","855877083223.715","905459740773.646","927735741725.116","905100386922.795","918801524570.724","978621174593.487","1020116721824.28","1130756919426.49","1290382586162.92","1309261652673.13","1258739768136.58","1270079880349.97",
"Cote d'Ivoire","CIV","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","261674780.361945","286908230.593495","296211724.781225","336132508.560623","366595728.415179","364399202.852952","383428018.959596","376421364.295774","455638468.383541","456992370.69695","463815284.050123","489184094.927543","551130042.183828","778862373.05648","781870974.351025","1099793780.96232","1141240570.94437","1520272149.72803","2044706549.16739","2413952705.25457","2633477643.4","2237503276.44257","1825589207.21451","1496328660.47396","1651193438.48161","1851699546.39684","2606594227.7438","2943814892.3125","3285686864.55701","3192277409.99929","3508481692.82911","3493409771.82519","3793090612.95782","3116584049.75892","2100306451.47857","2720072806.36001","2986569780.3449","2733537301.31997","3049211946.17984","2871743681.28847","2684757228.51533","2904372884.20022","3382906521.97698","4415268778.93057","3912164256.72101","3861575544.13224","4031069494.3419","4480461612.61042","5515728192.50032","5167597251.30156","6109981930.22699","6783445772.84773","5944556504.55562","6560660997.79011","7444531507.00568","8412570348.02447","8439877843.54693","8896109448.48226","10447784689.9872","9472993128.39508","10672768181.7073","11778574737.295","11762077590.5888","12105725494.2101","15509987635.5648",
"Cameroon","CMR","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","266464343.109049","271086101.463597","291462256.538225","329610763.075934","338128055.525835","361066778.703022","383502900.750935","478915759.104457","585492754.935532","637295494.82605","831961091.002921","800165753.162243","1142137510.9453","1461960700.68821","1824449973.22416","1914051803.54531","1796626803.44921","1785419554.9955","1593424658.81688","1606566645.44397","1759421685.95812","2564637141.73351","3130148253.30969","2929609616.03064","2808948828.6322","2954844139.08125","2872315383.81075","3208637465.12496","2951033404.029","1745747828.11275","2080044796.73547","2032593603.94398","2046532367.64323","2146760585.98179","2195053955.2932","1914425623.94649","2039643935.6343","2268840480.634","2790618390.84625","3306062563.68022","3264813171.86808","3267284755.98799","3794429946.95163","4434753058.01597","4577429014.99177","4750466033.90077","5114562811.47863","5023001155.06548","5640660331.01495","6122341130.8142","5543192964.18928","5813584807.15712","6025909455.11268","6592186923.52344","6665089103.45158","7134038986.92777","7633666072.66586","7337761629.45801","8522845064.39696","8952473155.81479",
"Congo, Dem. Rep.","COD","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3291078570.46651","3191025754.48735","1919700945.90205","2893148415.46829","2891277681.65013","2467105881.81818","6102898550.72464","2445000000","2320242500.53146","2328579315.01287","2458973098.9895","2581861836.78078","3065257114.71152","3615576615.22075","4475900971.66115","4414940046.00597","4621208619.46617","5404919981.51587","5990505345.07712","6312637732.44695","6665621938.99544","6965629995.58262","6906981604.03021","7490820733.13481","8984371071.99449","10062626689.5946","10173767212.9928","10536551617.4756","11670223494.8181","11685859882.1764","12094287765.4863",
"Congo, Rep.","COG","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","31089329.961776","31081090.3927619","32979069.007817","36089934.2591222","39199402.8711525","37949749.2652174","42331757.4264769","47154291.7450177","49280047.986164","46930193.3453955","49203493.6636772","55201175.1080891","67452922.5321794","85244154.7152156","88490182.5003244","111052577.796297","101694705.01283","118039876.858033","140922553.484762","171585736.710459","199262110.335285","157140439.682557","169808089.4401","159027555.003616","151731064.333963","160929602.380778","223571036.77909","274289422.396467","306813954.794875","309082872.793852","359943717.731138","308393723.175351","338129098.301764","301946677.777645","182491251.839123","221176696.648544","228324592.261247","212277713.965776","213576779.220641","196759128.883093","171217451.701475","162206955.504432","189992052.724692","219866469.971191","256571670.901218","405931920.704309","388531860.396396","432092416.857268","494903541.948329","513383747.660873","531002519.992845","623700492.232311","672113877.469875","765056261.715235","816700787.004013","722534756.069729","739356814.902944","865092845.29974","1002910347.12116","1026862418.78167","1226051352.6558","1348655779.95302","1271991439.71783","1371558670.3301","1484020093.7455",
"Colombia","COL","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","1571904761.90476","1444444444.44444","1566517540.17109","1600876519.94574","1668485194.87117","1805879355.0276","1839284012.18062","2092451078.58067","2489086489.30709","3016073395.05865","3128801228.67998","3624960368.92924","4876897390.018","5360020462.9748","5997654430.37677","6466349255.36663","7003938395.13151","7312399938.832","7247858478.90182","6659458923.30201","5928804136.62781","6106872822.51489","6570379136.27282","6567825404.20552","6349026195.95485","8165446183.2517","8664211655.05997","9806729764.75687","9949729970.68734","12118181818.1818","12966146161.3877","12405340420.452","13445619929.7631","13035447260.4782","11216928849.679","8295343609.11232","8171248522.85486","8335193740.03211","7882765739.7436","9263161366.81289","10959740182.6322","11627687073.4214","14301108522.6936","16217185820.3306","15551550762.1594","18120613639.5651","20405118997.7715","20694526449.9221","20605223942.4901","20766026770.2095","17552090518.0814","18677655383.9205","19927244054.7848","20806210846.616","20708660529.0066","20299052491.5933","24755330012.1092","30524688231.4051","32262702686.4588","38791398638.8874",
"Comoros","COM","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","62339735.5609096","57678758.4254394","54056033.2735137","56289933.3284972","54257556.3219147","57790697.5367242","82017777.9070673","99153501.4791803","104725367.945976","100311719.923559","126205417.190773","124588575.359151","134364952.923455","133037773.884732","93765875.4802286","117054012.918088","116345203.906484","107059535.95529","108721978.376312","112351350.637302","103151005.06437","111192776.922454","125131437.597692","160653699.05533","186157633.32617","192075347.693173","205173702.824414","230400260.225154","266813129.23406","271901172.348379","276170830.374983","312699250.224048","306511193.780095","343683555.020375","345007931.529756","295591805.658854","317711018.167279","343691288.886788","400864319.683925","425667127.929533","438532225.006423","457793778.810887","449942383.473768","514169753.890832","566305956.639995",
"Cabo Verde","CPV","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","26401075.0787612","21997829.865024","17691508.5641097","16695823.287706","15652822.8655753","17890354.4339098","25988180.8848838","41513565.4343475","46773905.0195997","43355745.2290793","44163771.6648918","42834459.7244006","42124281.8077568","49710796.1256792","52282015.1176564","66644751.6687703","62488794.3932513","57306288.8623989","57134851.9733491","80825602.4038183","69408163.45287","64281092.8586763","64231643.8108456","82494687.9713665","91231159.489081","87513294.5677551","92135681.26812","100539282.831227","104169169.896508","111627654.646597","106366455.888853","110512887.105132","110784382.303799","118155478.648169","117106106.497901","112135887.484973","116786912.028449","107331547.379594","99731549.7353977","99937226.3692216","112779091.948289","122525249.712255","111317639.711202","117672302.978446","129976877.124216",
